Arrival Delay (Minutes),Average Temperature(Celcius) /Day,Minimum Temperature(Celcius) /Day,Maximum Temperature(Celcius) /Day,Daily Precipitation(mm) /Day,Maximum Snowfall(mm) /Day,Wind Direction(Degrees) /Day,Wind Speed(km/h) /Day,Atmospheric Pressure(hPa) /Day,Day,Month,Year,Scheduled Arrival Hour,Scheduled Arrival Minute,Status,Origin Airport_EWR,Origin Airport_IAD,Origin Airport_ORD
-13,6.4,-1.6,15.0,0.0,0.0,3.0,18.0,1011.1,26,11,2022,14,57,Early,0,0,0
-20,6.3,1.1,13.3,0.0,0.0,205.0,14.8,1014.6,26,11,2022,22,39,Early,0,0,1
-10,6.9,0.6,12.8,6.4,0.0,250.0,33.8,1003.9,27,11,2019,23,55,On-Time,0,0,1
18,6.9,0.6,12.8,6.4,0.0,250.0,33.8,1003.9,27,11,2019,14,58,Late,0,0,1
-16,0.9,-1.0,5.6,0.0,0.0,213.0,15.5,1011.7,27,11,2021,20,51,Early,0,0,1
-8,3.7,2.2,6.1,0.0,0.0,292.0,24.5,1011.1,27,11,2021,23,17,On-Time,1,0,0
1,3.7,-2.7,10.6,0.0,0.0,201.0,10.1,1009.3,27,11,2022,14,57,On-Time,0,0,0
-12,6.9,1.7,8.3,6.6,0.0,0.0,16.9,1003.0,27,11,2022,20,54,Early,0,0,1
-13,1.6,-2.7,5.0,0.0,0.0,295.0,15.1,1017.2,28,11,2021,20,51,Early,0,0,1
-15,1.6,-2.7,5.0,0.0,0.0,295.0,15.1,1017.2,28,11,2021,2,49,Early,0,0,1
-15,3.1,-1.6,7.8,0.0,0.0,194.0,10.8,1013.1,28,11,2022,2,58,Early,0,0,1
-5,4.8,-4.9,13.9,0.0,0.0,64.0,18.0,999.8,28,11,2022,14,57,On-Time,0,0,0
-11,3.1,-1.6,7.8,0.0,0.0,194.0,10.8,1013.1,28,11,2022,21,7,Early,0,0,1
-15,0.6,-2.7,5.0,0.0,0.0,207.0,14.8,1015.1,29,11,2021,20,51,Early,0,0,1
-4,0.6,-2.7,5.0,0.0,0.0,207.0,14.8,1015.1,29,11,2021,2,49,On-Time,0,0,1
13,-5.0,-14.3,-4.9,2.0,30.0,100.0,14.8,1012.8,29,11,2022,14,57,Late,0,0,0
-21,7.9,1.1,14.4,0.8,0.0,179.0,24.8,1004.5,29,11,2022,21,10,Early,0,0,1
66,3.1,-1.0,7.8,0.0,0.0,351.0,14.0,1017.6,30,11,2019,22,41,Severely Late,1,0,0
87,2.9,2.2,4.4,9.4,0.0,109.0,21.2,1008.8,30,11,2019,21,17,Severely Late,0,0,1
-7,5.3,1.1,11.7,0.0,0.0,308.0,11.9,1015.8,30,11,2021,20,51,On-Time,0,0,1
-19,8.2,2.2,15.6,12.4,0.0,288.0,19.8,1013.4,30,11,2022,23,16,Early,1,0,0
12,-9.6,-15.5,-1.6,0.0,30.0,287.0,6.5,1021.9,30,11,2022,14,57,Late,0,0,0
-24,0.6,-6.6,1.7,0.0,0.0,264.0,28.4,1016.9,30,11,2022,21,4,Early,0,0,1
0,4.1,-0.5,5.0,2.8,0.0,290.0,16.2,997.1,1,12,2019,15,3,On-Time,0,0,1
28,4.1,-0.5,5.0,2.8,0.0,290.0,16.2,997.1,1,12,2019,20,55,Late,0,0,1
-8,4.1,-0.5,5.0,2.8,0.0,290.0,16.2,997.1,1,12,2019,3,9,On-Time,0,0,1
12,5.2,1.1,9.4,0.0,0.0,196.0,14.0,1012.3,1,12,2021,20,51,Late,0,0,1
17,5.6,1.1,7.2,0.0,0.0,270.0,23.0,1023.9,1,12,2022,23,16,Late,1,0,0
-17,1.3,-8.2,17.8,0.0,30.0,199.0,23.0,1007.0,1,12,2022,14,57,Early,0,0,0
13,-4.2,-7.7,2.2,0.0,0.0,207.0,16.6,1028.6,1,12,2022,21,4,Late,0,0,1
5,-0.2,-1.6,1.7,0.0,0.0,306.0,16.6,1015.5,2,12,2019,14,58,On-Time,0,0,1
2,-0.2,-1.6,1.7,0.0,0.0,306.0,16.6,1015.5,2,12,2019,20,55,On-Time,0,0,1
12,-0.2,-1.6,1.7,0.0,0.0,306.0,16.6,1015.5,2,12,2019,3,9,Late,0,0,1
-5,10.7,6.7,15.0,0.0,0.0,290.0,15.8,1009.6,2,12,2021,20,51,On-Time,0,0,1
-20,10.2,-10.5,13.9,0.0,0.0,246.0,32.4,1007.1,2,12,2022,14,57,Early,0,0,0
-18,4.6,2.2,11.7,0.0,0.0,195.0,27.0,1011.5,2,12,2022,21,4,Early,0,0,1
6,0.2,-1.6,4.4,0.0,0.0,224.0,19.1,1007.8,3,12,2019,20,55,On-Time,0,0,1
-14,0.2,-1.6,4.4,0.0,0.0,224.0,19.1,1007.8,3,12,2019,14,58,Early,0,0,1
64,7.6,2.8,10.6,0.0,0.0,47.0,11.2,1017.5,3,12,2021,20,51,Severely Late,0,0,1
-22,10.3,6.7,15.0,9.9,0.0,213.0,19.4,1019.9,3,12,2022,23,17,Early,1,0,0
-19,-1.7,-9.9,12.8,0.0,0.0,157.0,12.6,1024.8,3,12,2022,14,57,Early,0,0,0
-5,2.6,-6.0,10.6,0.0,0.0,269.0,21.6,1024.7,3,12,2022,22,39,On-Time,0,0,1
-11,2.6,-0.5,6.1,0.0,0.0,282.0,19.4,1006.3,4,12,2019,21,5,Early,0,0,1
5,3.1,-0.5,6.7,0.0,0.0,313.0,10.8,1025.0,4,12,2021,20,51,On-Time,0,0,1
-17,7.3,0.6,8.9,0.0,0.0,290.0,13.0,1022.2,4,12,2022,23,16,Early,1,0,0
-20,4.3,-3.2,15.6,0.0,0.0,194.0,14.0,1015.1,4,12,2022,14,57,Early,0,0,0
-6,-2.9,-7.1,4.4,0.0,0.0,226.0,18.0,1021.7,4,12,2022,21,4,On-Time,0,0,1
-9,2.1,-2.7,7.2,0.0,0.0,211.0,10.8,1015.3,5,12,2019,21,5,On-Time,0,0,1
19,3.1,1.1,5.0,6.6,0.0,139.0,15.1,1011.9,5,12,2021,20,51,Late,0,0,1
-29,4.1,-1.6,9.4,0.0,0.0,181.0,6.1,1024.9,5,12,2022,23,16,Early,1,0,0
-33,6.8,-3.2,13.9,0.0,0.0,132.0,16.9,1006.4,5,12,2022,14,57,Early,0,0,0
-28,1.7,-1.6,6.7,0.0,0.0,200.0,11.9,1012.4,5,12,2022,21,4,Early,0,0,1
-15,3.6,-2.7,5.6,0.0,0.0,2.0,15.8,1023.4,6,12,2019,21,15,Early,0,0,1
-5,1.4,-9.3,3.3,0.0,0.0,282.0,28.1,1014.5,6,12,2021,20,51,On-Time,0,0,1
-15,2.2,-6.0,12.2,0.0,0.0,240.0,18.4,1012.3,6,12,2022,14,57,Early,0,0,0
-28,4.9,2.2,6.1,0.0,0.0,19.0,9.7,1016.4,6,12,2022,21,4,Early,0,0,1
6,-0.7,-3.8,2.8,0.0,0.0,184.0,13.3,1026.6,7,12,2019,21,17,On-Time,0,0,1
-6,-7.6,-10.5,-3.2,0.0,0.0,230.0,11.2,1023.3,7,12,2021,20,51,On-Time,0,0,1
25,14.2,12.2,15.6,5.3,0.0,214.0,11.5,1020.8,7,12,2022,23,16,Late,1,0,0
-28,1.6,-7.7,12.8,0.0,0.0,165.0,15.8,1018.5,7,12,2022,14,57,Early,0,0,0
-5,4.1,1.1,6.1,0.0,0.0,311.0,9.4,1024.6,7,12,2022,21,4,On-Time,0,0,1
-9,-4.3,-6.6,0.0,0.0,0.0,270.0,6.1,1035.7,8,12,2018,20,56,On-Time,0,0,1
5,3.6,1.1,8.3,0.0,0.0,192.0,16.6,1012.9,8,12,2019,21,5,On-Time,0,0,1
9,-2.1,-3.8,1.7,0.0,0.0,288.0,10.8,1015.7,8,12,2021,20,51,On-Time,0,0,1
-12,11.8,6.1,12.8,0.0,0.0,326.0,19.1,1022.7,8,12,2022,23,16,Early,1,0,0
48,1.7,-8.2,7.2,0.0,0.0,259.0,22.0,1018.0,8,12,2022,14,57,Severely Late,0,0,0
-10,2.5,-1.0,5.0,0.0,0.0,45.0,13.7,1028.1,8,12,2022,21,4,On-Time,0,0,1
-16,7.7,-4.3,8.3,1.3,0.0,230.0,20.9,1001.8,9,12,2019,21,5,Early,0,0,1
-7,1.3,-2.1,7.8,0.0,0.0,171.0,14.0,1009.4,9,12,2021,20,51,On-Time,0,0,1
-4,-0.6,-10.5,10.0,0.0,0.0,193.0,13.7,1016.8,9,12,2022,14,57,On-Time,0,0,0
-13,2.6,1.1,3.3,11.7,0.0,84.0,18.4,1022.6,9,12,2022,21,4,Early,0,0,1
-17,-5.6,-9.9,-4.3,0.0,0.0,265.0,19.1,1020.7,10,12,2019,21,5,Early,0,0,1
-7,6.4,3.9,10.6,0.0,0.0,220.0,7.9,1021.3,10,12,2021,23,13,On-Time,1,0,0
-18,5.6,2.2,15.6,21.3,0.0,51.0,14.8,1006.3,10,12,2021,20,51,Early,0,0,1
82,2.2,-1.6,5.6,0.0,0.0,31.0,14.0,1028.2,10,12,2022,23,17,Severely Late,1,0,0
-19,1.4,-7.7,11.1,0.0,0.0,207.0,14.4,1017.8,10,12,2022,14,57,Early,0,0,0
-14,3.4,2.8,4.4,0.5,0.0,117.0,9.0,1022.1,10,12,2022,22,39,Early,0,0,1
-14,-7.8,-10.5,-4.3,0.0,0.0,246.0,11.9,1030.6,11,12,2019,21,5,Early,0,0,1
-17,7.4,0.0,14.4,0.0,0.0,250.0,26.3,1002.9,11,12,2021,20,51,Early,0,0,1
182,3.7,1.1,5.0,7.6,0.0,29.0,16.2,1022.7,11,12,2022,23,16,Severely Late,1,0,0
-12,5.6,-4.9,17.8,0.0,0.0,207.0,21.6,1008.6,11,12,2022,14,57,Early,0,0,0
-18,3.5,2.2,4.4,0.0,0.0,322.0,8.6,1023.3,11,12,2022,21,4,Early,0,0,1
-36,-2.2,-7.1,7.2,0.0,0.0,178.0,19.8,1023.9,12,12,2019,21,5,Early,0,0,1
-23,3.3,0.0,8.9,0.0,0.0,214.0,23.0,1018.8,12,12,2021,20,51,Early,0,0,1
22,1.9,-1.6,3.9,0.0,0.0,0.0,20.2,1021.7,12,12,2022,23,16,Late,1,0,0
-8,8.1,-4.9,12.2,0.0,0.0,199.0,23.4,998.0,12,12,2022,14,57,On-Time,0,0,0
-6,3.6,1.7,5.6,0.0,0.0,77.0,12.2,1025.7,12,12,2022,21,4,On-Time,0,0,1
-24,4.3,1.1,7.2,0.0,0.0,218.0,7.9,1012.8,13,12,2019,21,5,Early,0,0,1
-6,5.8,0.6,9.4,0.0,0.0,248.0,12.2,1022.3,13,12,2021,20,51,On-Time,0,0,1
63,-4.6,-6.6,-4.3,4.6,0.0,344.0,20.9,1002.9,13,12,2022,14,57,Severely Late,0,0,0
-6,2.7,1.7,3.3,0.3,0.0,113.0,23.8,1021.3,13,12,2022,21,4,On-Time,0,0,1
9,0.4,-4.3,1.7,0.0,0.0,304.0,15.1,1007.9,14,12,2019,21,5,On-Time,0,0,1
6,4.8,0.0,12.2,0.8,0.0,139.0,13.0,1025.0,14,12,2021,20,51,On-Time,0,0,1
-4,1.9,-1.0,5.6,0.0,0.0,321.0,19.4,1021.0,14,12,2022,23,16,On-Time,1,0,0
3,-5.1,-10.5,1.7,0.0,30.0,139.0,14.4,1010.4,14,12,2022,14,57,On-Time,0,0,0
-9,4.1,2.8,6.7,35.1,0.0,106.0,21.6,1008.0,14,12,2022,21,4,On-Time,0,0,1
-20,-4.7,-7.1,-3.2,0.0,0.0,249.0,9.7,1018.8,15,12,2019,21,5,Early,0,0,1
377,13.4,10.0,18.9,0.0,0.0,191.0,30.6,1010.7,15,12,2021,20,51,Severely Late,0,0,1
0,-6.3,-15.5,-0.5,0.0,30.0,319.0,17.3,1016.5,15,12,2022,14,58,On-Time,0,0,0
174,2.6,-0.5,3.3,4.6,0.0,218.0,19.4,1001.2,15,12,2022,21,7,Severely Late,0,0,1
20,2.4,0.0,6.7,17.3,0.0,41.0,19.4,1020.3,15,12,2022,23,14,Late,1,0,0
0,-3.3,-4.3,-1.0,0.3,0.0,351.0,10.8,1021.7,16,12,2019,21,5,On-Time,0,0,1
-1,11.3,6.1,20.6,0.0,0.0,197.0,17.3,1019.5,16,12,2021,23,10,On-Time,0,1,0
40,-6.6,-18.8,0.0,0.0,0.0,256.0,18.0,1019.1,16,12,2022,14,58,Severely Late,0,0,0
58,-0.9,-3.2,-0.5,0.5,0.0,224.0,22.0,1004.6,16,12,2022,21,7,Severely Late,0,0,1
-6,-3.9,-7.1,-1.6,0.0,0.0,279.0,17.3,1019.7,17,12,2019,21,5,On-Time,0,0,1
15,15.0,11.7,17.2,0.0,0.0,3.0,9.7,1020.1,17,12,2021,23,10,Late,0,1,0
35,-7.1,-16.6,-1.0,0.0,0.0,167.0,17.3,1018.2,17,12,2022,14,58,Severely Late,0,0,0
-8,-3.7,-6.0,-3.2,0.0,30.0,249.0,23.0,1008.8,17,12,2022,23,57,On-Time,0,0,1
-2,-6.7,-12.1,-2.7,0.0,0.0,295.0,14.0,1025.8,18,12,2019,21,25,On-Time,0,0,1
0,7.5,4.4,9.4,3.0,0.0,25.0,10.1,1017.9,18,12,2021,20,38,On-Time,1,0,0
147,10.5,7.2,13.3,0.0,0.0,3.0,8.3,1016.3,18,12,2021,23,10,Severely Late,0,1,0
21,-4.4,-10.5,4.4,0.0,0.0,244.0,10.8,1013.9,18,12,2022,15,1,Late,0,0,0
50,2.9,-0.5,6.1,0.0,0.0,267.0,18.0,1013.8,18,12,2022,23,14,Severely Late,1,0,0
-20,-7.0,-9.9,-6.0,0.0,0.0,258.0,19.4,1021.0,18,12,2022,23,57,Early,0,0,1
25,8.3,-1.6,12.2,0.0,0.0,334.0,22.7,1019.7,19,12,2021,23,10,Late,0,1,0
64,-2.4,-9.9,8.3,0.0,0.0,245.0,20.2,1019.3,19,12,2022,15,1,Severely Late,0,0,0
-11,-8.7,-12.1,-3.2,0.0,0.0,276.0,6.5,1030.6,19,12,2022,21,7,Early,0,0,1
-10,1.5,-1.0,5.6,0.0,0.0,266.0,20.9,1023.3,19,12,2022,23,14,On-Time,1,0,0
41,0.4,-4.9,5.0,0.0,0.0,60.0,6.5,1026.8,20,12,2021,23,10,Severely Late,0,1,0
4,-0.7,-8.8,7.8,0.0,0.0,172.0,15.5,1022.0,20,12,2022,14,58,On-Time,0,0,0
9,-2.5,-7.7,0.6,0.0,0.0,264.0,10.4,1031.5,20,12,2022,21,7,On-Time,0,0,1
28,2.0,-1.0,5.6,0.0,0.0,322.0,16.6,1029.1,20,12,2022,23,14,Late,1,0,0
7,0.0,-5.5,5.6,0.0,0.0,41.0,4.0,1017.7,21,12,2021,23,10,On-Time,0,1,0
18,1.9,-23.2,10.6,6.6,0.0,297.0,19.1,1013.6,21,12,2022,14,58,Late,0,0,0
-27,-6.7,-11.6,0.0,0.0,0.0,19.0,8.6,1028.0,21,12,2022,21,7,Early,0,0,1
15,0.7,-4.3,6.1,0.0,0.0,357.0,6.5,1032.1,21,12,2022,23,14,Late,1,0,0
35,4.2,-2.1,9.4,0.0,0.0,324.0,18.4,1009.0,22,12,2021,23,10,Severely Late,0,1,0
74,-23.7,-31.0,-21.0,1.8,100.0,130.0,13.0,1034.4,22,12,2022,14,58,Severely Late,0,0,0
30,-2.2,-21.0,0.6,2.3,0.0,262.0,18.4,1011.9,22,12,2022,21,7,Late,0,0,1
65,2.8,-1.6,11.1,7.1,0.0,31.0,15.5,1024.1,22,12,2022,23,14,Severely Late,1,0,0
9,0.7,-6.6,6.1,0.0,0.0,327.0,7.9,1022.5,23,12,2021,23,10,On-Time,0,1,0
14,-21.0,-25.5,-11.6,0.0,80.0,251.0,10.8,1035.5,23,12,2022,14,58,Late,0,0,0
986,-19.9,-22.1,-18.2,0.0,30.0,270.0,34.9,1012.2,23,12,2022,21,7,Severely Late,0,0,1
0,7.9,-12.7,14.4,32.0,0.0,210.0,34.9,993.0,23,12,2022,23,14,On-Time,1,0,0
-17,5.9,1.7,12.2,0.0,0.0,176.0,9.7,1015.4,24,12,2021,18,38,Early,0,1,0
19,-8.2,-16.6,10.0,0.0,80.0,186.0,11.9,1027.6,24,12,2022,14,58,Late,0,0,0
56,-15.8,-18.2,-9.9,0.0,30.0,272.0,29.5,1014.1,24,12,2022,21,8,Severely Late,0,0,1
380,-11.4,-13.2,-8.2,0.0,0.0,252.0,32.4,1009.7,24,12,2022,23,26,Severely Late,1,0,0
-10,4.9,3.3,12.8,4.1,0.0,347.0,8.3,1003.2,25,12,2021,20,38,On-Time,1,0,0
10,12.9,7.2,20.6,3.6,0.0,214.0,13.7,1003.4,25,12,2021,23,10,On-Time,0,1,0
32,2.3,-2.7,9.4,0.0,50.0,252.0,17.3,1019.2,25,12,2022,14,58,Severely Late,0,0,0
0,-6.9,-9.9,-1.0,0.0,0.0,246.0,25.6,1013.9,25,12,2022,23,14,On-Time,1,0,0
10,-13.4,-16.6,-9.9,0.0,30.0,263.0,19.4,1018.4,25,12,2022,23,57,On-Time,0,0,1
0,14.1,5.6,16.7,0.0,0.0,328.0,14.4,1013.6,26,12,2021,23,10,On-Time,0,1,0
4,2.2,-3.2,7.2,0.0,50.0,170.0,18.0,1021.1,26,12,2022,15,1,On-Time,0,0,0
0,-4.9,-11.0,0.6,0.0,0.0,189.0,5.0,1024.5,26,12,2022,23,12,On-Time,0,1,0
41,-8.4,-11.6,-5.5,0.0,30.0,330.0,6.1,1021.9,26,12,2022,21,7,Severely Late,0,0,1
70,5.6,0.6,6.7,0.0,0.0,111.0,7.9,1015.8,27,12,2021,23,10,Severely Late,0,1,0
55,8.2,1.7,16.7,0.0,0.0,211.0,20.2,1001.5,27,12,2022,14,58,Severely Late,0,0,0
-11,-9.6,-13.2,-3.8,0.0,30.0,204.0,19.4,1019.9,27,12,2022,21,7,Early,0,0,1
58,-0.6,-2.1,2.2,0.0,0.0,247.0,15.1,1025.2,27,12,2022,23,14,Severely Late,1,0,0
-21,6.7,1.7,13.9,0.5,0.0,8.0,4.3,1011.3,28,12,2021,23,10,Early,0,1,0
-8,7.9,-1.0,10.0,15.2,0.0,80.0,18.0,995.5,28,12,2022,14,58,On-Time,0,0,0
29,-0.3,-3.8,7.2,0.0,30.0,189.0,26.3,1009.3,28,12,2022,21,7,Late,0,0,1
5,3.2,-2.1,9.4,0.0,0.0,220.0,13.0,1026.1,28,12,2022,23,14,On-Time,1,0,0
6,11.0,7.8,14.4,1.8,0.0,25.0,5.8,1010.4,29,12,2021,23,10,On-Time,0,1,0
76,-1.6,-10.5,0.6,1.8,150.0,200.0,18.4,1009.6,29,12,2022,14,58,Severely Late,0,0,0
21,9.2,6.1,15.0,0.0,0.0,188.0,25.9,1009.4,29,12,2022,21,7,Late,0,0,1
-23,5.1,0.0,11.1,0.0,0.0,211.0,10.1,1025.8,29,12,2022,23,14,Early,1,0,0
9,9.9,8.9,12.2,4.1,0.0,15.0,2.5,1013.1,30,12,2021,23,10,On-Time,0,1,0
17,-4.3,-9.9,2.8,0.0,127.0,195.0,15.8,1011.4,30,12,2022,14,58,Late,0,0,0
-11,8.7,-1.0,13.9,0.0,0.0,255.0,14.0,1014.4,30,12,2022,21,7,Early,0,0,1
-7,8.8,3.9,16.7,0.0,0.0,187.0,7.2,1024.4,30,12,2022,23,14,On-Time,1,0,0
-1,4.6,3.3,7.8,0.0,0.0,294.0,16.9,1004.8,31,12,2019,18,15,On-Time,1,0,0
-6,11.9,10.6,16.1,0.5,0.0,201.0,7.9,1012.8,31,12,2021,18,38,On-Time,0,1,0
-12,-0.1,-3.2,9.4,0.0,130.0,189.0,14.0,1005.0,31,12,2022,14,58,Early,0,0,0
-24,0.1,-3.2,3.9,0.0,0.0,23.0,4.3,1013.4,31,12,2022,21,8,Early,0,0,1
92,10.3,7.2,12.2,6.6,0.0,354.0,2.9,1015.1,31,12,2022,23,14,Severely Late,1,0,0
