Arrival Delay (Minutes),Average Temperature(Celcius) /Day,Minimum Temperature(Celcius) /Day,Maximum Temperature(Celcius) /Day,Daily Precipitation(mm) /Day,Maximum Snowfall(mm) /Day,Wind Direction(Degrees) /Day,Wind Speed(km/h) /Day,Atmospheric Pressure(hPa) /Day,Day,Month,Year,Scheduled Arrival Hour,Scheduled Arrival Minute,Status,Origin Airport_EWR,Origin Airport_IAD,Origin Airport_ORD
-13,25.7,22.2,28.3,0.0,0.0,264.0,16.9,1014.3,13,7,2017,16,42,Early,0,0,1
53,27.7,22.2,34.4,0.0,0.0,262.0,15.5,1014.6,13,7,2019,20,58,Severely Late,0,0,1
8,21.7,20.0,26.7,0.0,0.0,292.0,9.0,1015.9,13,7,2021,20,49,On-Time,0,0,1
12,24.1,17.8,26.7,0.0,0.0,331.0,16.9,1014.9,13,7,2022,16,53,Late,0,0,1
-13,25.7,15.6,37.2,0.0,0.0,284.0,15.1,1011.9,13,7,2022,15,4,Early,0,0,0
-13,24.1,17.8,26.7,0.0,0.0,331.0,16.9,1014.9,13,7,2022,23,59,Early,0,0,1
38,24.9,17.8,32.2,11.4,0.0,240.0,7.6,1012.6,13,7,2022,23,35,Severely Late,0,1,0
6,21.6,17.2,22.8,0.0,0.0,314.0,14.0,1019.0,14,7,2017,16,42,On-Time,0,0,1
285,26.3,21.1,32.8,0.0,0.0,85.0,10.4,1018.4,14,7,2019,20,58,Severely Late,0,0,1
4,26.3,21.1,32.8,0.0,0.0,85.0,10.4,1018.4,14,7,2019,14,48,On-Time,0,0,1
66,24.6,20.6,28.9,0.0,0.0,210.0,16.2,1017.8,14,7,2021,20,49,Severely Late,0,0,1
6,21.4,16.1,26.7,0.0,0.0,24.0,12.2,1020.1,14,7,2022,16,53,On-Time,0,0,1
-5,28.5,21.1,37.2,0.3,0.0,251.0,13.0,1013.1,14,7,2022,15,4,On-Time,0,0,0
-12,21.4,16.1,26.7,0.0,0.0,24.0,12.2,1020.1,14,7,2022,23,59,Early,0,0,1
-7,25.2,17.2,31.7,0.0,0.0,332.0,6.5,1016.2,14,7,2022,23,35,On-Time,0,1,0
-8,27.2,23.3,33.3,0.0,0.0,220.0,18.7,1016.2,15,7,2019,20,58,On-Time,0,0,1
-6,27.2,23.3,33.3,0.0,0.0,220.0,18.7,1016.2,15,7,2019,14,48,On-Time,0,0,1
7,24.1,18.9,26.1,28.4,0.0,241.0,16.2,1014.0,15,7,2021,20,49,On-Time,0,0,1
43,20.4,18.9,22.2,20.8,0.0,136.0,8.3,1018.7,15,7,2022,16,53,Severely Late,0,0,1
18,26.2,19.4,35.6,0.0,0.0,186.0,10.8,1014.7,15,7,2022,15,4,Late,0,0,0
70,20.4,18.9,22.2,20.8,0.0,136.0,8.3,1018.7,15,7,2022,23,59,Severely Late,0,0,1
-23,25.4,18.3,31.7,0.0,0.0,341.0,5.0,1019.4,15,7,2022,23,35,Early,0,1,0
-22,22.1,15.6,25.6,0.0,0.0,17.0,18.7,1015.9048226950349,16,7,2017,16,42,Early,0,0,1
106,25.1,21.7,27.8,1.3,0.0,175.0,10.4,1012.4,16,7,2019,20,58,Severely Late,0,0,1
-8,25.1,21.7,27.8,1.3,0.0,175.0,10.4,1012.4,16,7,2019,14,48,On-Time,0,0,1
-6,20.5,18.3,22.8,1.0,0.0,32.0,18.7,1015.4,16,7,2021,20,49,On-Time,0,0,1
-2,21.4,19.4,23.9,0.0,0.0,43.0,16.9,1014.9,16,7,2022,0,15,On-Time,0,0,1
0,25.5,16.1,34.4,0.0,0.0,253.0,16.6,1013.8,16,7,2022,15,4,On-Time,0,0,0
-9,24.7,19.4,30.0,2.3,0.0,7.0,6.8,1017.9,16,7,2022,23,35,On-Time,0,1,0
-14,19.7,13.3,26.1,0.0,0.0,24.0,10.1,1017.1,17,7,2017,16,42,Early,0,0,1
-23,26.9,23.3,33.3,11.9,0.0,72.0,8.6,1011.8,17,7,2019,20,58,Early,0,0,1
15,26.9,23.3,33.3,11.9,0.0,72.0,8.6,1011.8,17,7,2019,14,48,Late,0,0,1
2,27.9,21.7,35.0,3.8,0.0,264.0,7.9,1016.1,17,7,2021,23,40,On-Time,0,1,0
-11,22.1,20.6,25.0,0.5,0.0,25.0,15.5,1011.2,17,7,2022,16,48,Early,0,0,1
-19,26.3,16.7,36.1,0.0,0.0,149.0,16.6,1012.9,17,7,2022,15,4,Early,0,0,0
-21,22.1,20.6,25.0,0.5,0.0,25.0,15.5,1011.2,17,7,2022,23,59,Early,0,0,1
115,24.4,21.1,29.4,4.3,0.0,5.0,4.3,1016.0,17,7,2022,23,35,Severely Late,0,1,0
71,25.2,21.7,30.6,34.5,0.0,182.0,17.6,1009.9,18,7,2019,20,58,Severely Late,0,0,1
0,25.2,21.7,30.6,34.5,0.0,182.0,17.6,1009.9,18,7,2019,14,48,On-Time,0,0,1
38,22.6,17.2,27.8,0.0,0.0,42.0,13.0,1022.0,18,7,2021,20,49,Severely Late,0,0,1
-16,24.9,20.0,31.7,0.0,0.0,298.0,9.4,1011.6,18,7,2022,16,53,Early,0,0,1
8,29.5,22.2,37.8,0.0,0.0,219.0,15.8,1008.9,18,7,2022,15,4,On-Time,0,0,0
7,24.9,20.0,31.7,0.0,0.0,298.0,9.4,1011.6,18,7,2022,23,59,On-Time,0,0,1
58,25.9,22.2,33.3,3.6,0.0,197.0,9.7,1012.1,18,7,2022,23,35,Severely Late,0,1,0
-23,26.9,21.1,31.1,12.2,0.0,7.0,12.2,1015.9048226950349,19,7,2017,16,42,Early,0,0,1
-6,29.7,27.2,33.9,0.0,0.0,215.0,19.1,1008.7,19,7,2019,20,58,On-Time,0,0,1
14,29.7,27.2,33.9,0.0,0.0,215.0,19.1,1008.7,19,7,2019,14,48,Late,0,0,1
-9,23.0,17.8,29.4,0.0,0.0,34.0,8.6,1020.9,19,7,2021,20,49,On-Time,0,0,1
-4,27.0,21.7,32.2,0.0,0.0,217.0,18.0,1009.5,19,7,2022,16,53,On-Time,0,0,1
0,29.7,21.7,36.1,0.5,0.0,197.0,16.9,1008.9,19,7,2022,15,4,On-Time,0,0,0
-8,27.0,21.7,32.2,0.0,0.0,217.0,18.0,1009.5,19,7,2022,23,59,On-Time,0,0,1
-1,26.3,20.6,32.2,0.0,0.0,309.0,6.8,1011.3,19,7,2022,23,35,On-Time,0,1,0
57,29.4,22.8,35.0,2.0,0.0,191.0,18.7,1010.4,20,7,2019,20,58,Severely Late,0,0,1
0,24.6,19.4,31.1,0.0,0.0,311.0,15.1,1017.8,20,7,2021,20,49,On-Time,0,0,1
64,27.7,24.4,30.6,0.0,0.0,248.0,23.4,1003.1,20,7,2022,16,53,Severely Late,0,0,1
-15,25.9,18.9,36.1,0.0,0.0,273.0,18.4,1012.4,20,7,2022,15,4,Early,0,0,0
-2,27.7,24.4,30.6,0.0,0.0,248.0,23.4,1003.1,20,7,2022,23,59,On-Time,0,0,1
-14,27.1,19.4,33.3,0.0,0.0,272.0,7.6,1009.1,20,7,2022,23,35,Early,0,1,0
264,23.1,19.4,26.1,19.3,0.0,24.0,19.8,1013.4,21,7,2019,20,58,Severely Late,0,0,1
-7,23.1,19.4,26.1,19.3,0.0,24.0,19.8,1013.4,21,7,2019,14,48,On-Time,0,0,1
25,20.9,18.3,23.9,0.0,0.0,40.0,14.4,1020.0,21,7,2021,20,49,Late,0,0,1
-22,26.9,20.6,33.3,0.0,0.0,270.0,17.3,1007.4,21,7,2022,16,53,Early,0,0,1
14,25.6,17.8,36.7,0.0,0.0,299.0,15.1,1010.7,21,7,2022,15,4,Late,0,0,0
17,26.9,20.6,33.3,0.0,0.0,270.0,17.3,1007.4,21,7,2022,23,59,Late,0,0,1
-6,28.4,23.9,33.3,2.8,0.0,208.0,9.7,1006.6,21,7,2022,23,35,On-Time,0,1,0
-25,25.2,22.2,31.1,16.8,0.0,306.0,13.7,1008.9,22,7,2017,16,42,Early,0,0,1
3,21.5,19.4,24.4,3.3,0.0,4.0,23.8,1011.0,22,7,2018,8,52,On-Time,0,0,1
-3,21.3,16.7,23.9,0.0,0.0,16.0,20.5,1017.1,22,7,2019,20,58,On-Time,0,0,1
50,21.3,16.7,23.9,0.0,0.0,16.0,20.5,1017.1,22,7,2019,14,48,Severely Late,0,0,1
-21,22.3,17.8,30.0,0.0,0.0,119.0,7.2,1020.7,22,7,2021,20,49,Early,0,0,1
-21,27.1,20.6,32.8,0.0,0.0,249.0,11.9,1012.9,22,7,2022,16,53,Early,0,0,1
-14,28.6,21.1,36.7,0.0,0.0,262.0,16.2,1009.0,22,7,2022,15,4,Early,0,0,0
49,27.1,20.6,32.8,0.0,0.0,249.0,11.9,1012.9,22,7,2022,23,59,Severely Late,0,0,1
2,27.7,20.0,33.9,0.0,0.0,240.0,8.3,1013.1,22,7,2022,23,35,On-Time,0,1,0
-11,21.1,16.7,26.7,0.0,0.0,332.0,12.2,1018.7,23,7,2019,20,58,Early,0,0,1
36,21.1,16.7,26.7,0.0,0.0,332.0,12.2,1018.7,23,7,2019,14,48,Severely Late,0,0,1
-6,26.9,23.3,31.7,0.0,0.0,221.0,12.2,1017.8,23,7,2021,20,49,On-Time,0,0,1
-7,25.7,20.0,30.0,45.0,0.0,177.0,19.8,1012.5,23,7,2022,0,15,On-Time,0,0,1
8,28.8,17.2,36.7,2.0,0.0,317.0,18.0,1009.4,23,7,2022,15,4,On-Time,0,0,0
17,28.4,20.6,34.4,1.8,0.0,318.0,8.6,1017.1,23,7,2022,23,35,Late,0,1,0
-23,21.4,18.9,23.3,0.0,0.0,29.0,17.6,1016.0,24,7,2017,16,42,Early,0,0,1
25,21.8,16.7,27.2,0.0,0.0,8.0,8.3,1020.6,24,7,2019,20,58,Late,0,0,1
13,21.8,16.7,27.2,0.0,0.0,8.0,8.3,1020.6,24,7,2019,14,48,Late,0,0,1
6,23.6,16.1,30.6,0.0,0.0,157.0,11.2,1018.2,24,7,2021,23,40,On-Time,0,1,0
7,21.3,15.6,30.6,0.3,0.0,183.0,16.9,1015.1,24,7,2022,15,4,On-Time,0,0,0
33,26.6,21.7,30.0,8.1,0.0,253.0,18.7,1010.3,24,7,2022,23,59,Severely Late,0,0,1
6,26.5,18.9,35.6,0.0,0.0,192.0,8.6,1016.5,24,7,2022,23,35,On-Time,0,1,0
-9,22.9,17.2,29.4,0.0,0.0,198.0,7.9,1021.3,25,7,2019,20,58,On-Time,0,0,1
1,22.9,17.2,29.4,0.0,0.0,198.0,7.9,1021.3,25,7,2019,14,48,On-Time,0,0,1
-19,27.5,22.2,32.2,0.0,0.0,305.0,9.4,1013.0,25,7,2021,20,49,Early,0,0,1
-7,22.8,17.8,24.4,0.0,0.0,51.0,11.2,1016.4,25,7,2022,16,53,On-Time,0,0,1
9,21.4,15.0,33.3,0.0,0.0,314.0,16.9,1012.1,25,7,2022,15,4,On-Time,0,0,0
-9,22.8,17.8,24.4,0.0,0.0,51.0,11.2,1016.4,25,7,2022,23,59,On-Time,0,0,1
131,27.7,22.2,31.7,12.4,0.0,200.0,12.2,1013.6,25,7,2022,23,35,Severely Late,0,1,0
-6,23.8,18.3,29.4,0.8,0.0,192.0,11.5,1016.9,26,7,2017,16,42,On-Time,0,0,1
-17,24.2,19.4,29.4,0.0,0.0,192.0,15.1,1021.0,26,7,2019,20,58,Early,0,0,1
-3,24.2,19.4,29.4,0.0,0.0,192.0,15.1,1021.0,26,7,2019,14,48,On-Time,0,0,1
-10,27.6,21.1,34.4,0.0,0.0,314.0,6.5,1015.5,26,7,2021,20,49,On-Time,0,0,1
-16,22.2,17.8,27.8,0.0,0.0,144.0,7.9,1014.8,26,7,2022,16,53,Early,0,0,1
-11,25.0,18.3,30.0,0.0,0.0,347.0,20.5,1011.0,26,7,2022,15,4,Early,0,0,0
-2,22.2,17.8,27.8,0.0,0.0,144.0,7.9,1014.8,26,7,2022,23,59,On-Time,0,0,1
44,24.3,21.7,26.7,0.0,0.0,357.0,4.7,1016.3,26,7,2022,23,35,Severely Late,0,1,0
-9,25.5,21.1,27.8,0.0,0.0,9.0,18.0,1013.2,27,7,2017,16,42,On-Time,0,0,1
35,26.5,21.7,31.7,0.0,0.0,218.0,22.0,1018.3,27,7,2019,20,58,Severely Late,0,0,1
3,26.8,21.7,30.6,0.0,0.0,250.0,11.2,1016.4,27,7,2021,20,49,On-Time,0,0,1
9,23.9,21.1,28.3,0.0,0.0,257.0,13.0,1010.9,27,7,2022,16,53,On-Time,0,0,1
23,24.2,15.0,33.3,0.3,0.0,356.0,18.0,1011.9,27,7,2022,15,4,Late,0,0,0
-11,23.9,21.1,28.3,0.0,0.0,257.0,13.0,1010.9,27,7,2022,23,59,Early,0,0,1
-4,25.4,21.1,31.7,0.0,0.0,304.0,6.1,1013.9,27,7,2022,23,35,On-Time,0,1,0
-21,23.1,19.4,26.1,0.0,0.0,22.0,22.3,1014.9,28,7,2017,16,42,Early,0,0,1
-14,27.3,22.8,31.7,0.0,0.0,225.0,18.4,1015.9,28,7,2019,20,58,Early,0,0,1
-13,27.3,22.8,31.7,0.0,0.0,225.0,18.4,1015.9,28,7,2019,14,48,Early,0,0,1
-3,27.2,21.1,31.1,5.3,0.0,236.0,13.0,1015.4,28,7,2021,20,49,On-Time,0,0,1
0,23.8,19.4,26.7,0.0,0.0,273.0,14.8,1012.1,28,7,2022,16,53,On-Time,0,0,1
-12,23.8,19.4,26.7,0.0,0.0,273.0,14.8,1012.1,28,7,2022,0,24,Early,0,0,1
-22,22.7,16.1,27.2,0.8,0.0,187.0,16.9,1015.5,28,7,2022,15,4,Early,0,0,0
17,27.4,21.7,33.3,6.1,0.0,256.0,8.3,1011.9,28,7,2022,23,35,Late,0,1,0
-9,22.2,17.8,26.1,0.0,0.0,44.0,15.8,1019.3,29,7,2017,16,42,On-Time,0,0,1
-8,22.2,16.7,28.3,1.8,0.0,195.0,4.7,1018.8,29,7,2018,8,52,On-Time,0,0,1
0,25.2,21.1,27.8,8.1,0.0,229.0,13.0,1010.9,29,7,2019,20,58,On-Time,0,0,1
69,25.2,21.1,27.8,8.1,0.0,229.0,13.0,1010.9,29,7,2019,14,48,Severely Late,0,0,1
-2,27.6,20.6,31.7,4.3,0.0,318.0,22.0,1012.8,29,7,2021,20,49,On-Time,0,0,1
22,22.1,16.7,27.2,0.0,0.0,289.0,12.2,1016.5,29,7,2022,16,53,Late,0,0,1
16,21.2,15.6,30.6,7.6,0.0,240.0,15.1,1015.7,29,7,2022,15,4,Late,0,0,0
17,22.1,16.7,27.2,0.0,0.0,289.0,12.2,1016.5,29,7,2022,23,59,Late,0,0,1
-18,24.1,20.0,29.4,1.0,0.0,313.0,5.8,1013.7,29,7,2022,23,35,Early,0,1,0
-28,22.9,18.3,25.6,0.0,0.0,12.0,12.6,1015.7,30,7,2019,20,58,Early,0,0,1
-1,22.9,18.3,25.6,0.0,0.0,12.0,12.6,1015.7,30,7,2019,14,48,On-Time,0,0,1
-15,21.3,18.3,22.8,0.0,0.0,33.0,17.6,1019.8,30,7,2021,20,49,Early,0,0,1
-10,23.1,17.2,28.3,0.0,0.0,265.0,6.1,1020.8,30,7,2022,0,15,On-Time,0,0,1
4,21.4,14.4,33.3,0.0,0.0,170.0,13.0,1013.9,30,7,2022,15,4,On-Time,0,0,0
-8,25.2,20.0,30.6,0.0,0.0,296.0,9.7,1019.2,30,7,2022,23,35,On-Time,0,1,0
185,20.3,15.0,24.4,0.0,0.0,23.0,14.4,1020.9,31,7,2019,20,58,Severely Late,0,0,1
6,20.3,15.0,24.4,0.0,0.0,23.0,14.4,1020.9,31,7,2019,14,48,On-Time,0,0,1
-13,23.9,17.8,28.3,0.0,0.0,325.0,6.5,1015.2,31,7,2021,23,40,Early,0,1,0
-1,24.4,18.9,29.4,0.0,0.0,212.0,11.2,1016.8,31,7,2022,16,53,On-Time,0,0,1
1,26.2,18.3,34.4,0.0,0.0,237.0,14.4,1013.4,31,7,2022,15,4,On-Time,0,0,0
-7,24.4,18.9,29.4,0.0,0.0,212.0,11.2,1016.8,31,7,2022,0,15,On-Time,0,0,1
578,23.3,18.3,28.3,4.1,0.0,338.0,4.0,1020.6,31,7,2022,23,35,Severely Late,0,1,0
-14,20.3,13.9,26.7,0.0,0.0,17.0,11.2,1021.5,1,8,2019,20,58,Early,0,0,1
-13,20.3,13.9,26.7,0.0,0.0,17.0,11.2,1021.5,1,8,2019,14,49,Early,0,0,1
-9,22.1,16.7,24.4,0.0,0.0,6.0,17.3,1016.3,1,8,2021,21,7,On-Time,0,0,1
7,26.1,17.8,36.7,0.0,0.0,287.0,18.0,1011.5,1,8,2022,15,4,On-Time,0,0,0
0,25.8,22.2,29.4,0.0,0.0,260.0,16.9,1010.3,1,8,2022,23,59,On-Time,0,0,1
-18,25.8,22.2,29.4,0.0,0.0,260.0,16.9,1010.3,1,8,2022,16,50,Early,0,0,1
47,24.4,21.7,31.1,0.5,0.0,302.0,6.8,1014.6,1,8,2022,23,35,Severely Late,0,1,0
-1,24.8,18.9,30.6,0.0,0.0,250.0,11.2,1015.9,2,8,2017,16,42,On-Time,0,0,1
-26,22.2,16.1,28.3,0.0,0.0,48.0,8.6,1020.3,2,8,2019,20,58,Early,0,0,1
-11,22.2,16.1,28.3,0.0,0.0,48.0,8.6,1020.3,2,8,2019,14,48,Early,0,0,1
-2,20.4,15.6,25.6,0.0,0.0,23.0,7.9,1020.2,2,8,2021,21,7,On-Time,0,0,1
-3,28.2,21.1,36.1,0.0,0.0,298.0,16.2,1007.7,2,8,2022,15,10,On-Time,0,0,0
-17,25.7,20.0,32.2,0.0,0.0,208.0,13.3,1012.7,2,8,2022,23,59,Early,0,0,1
-10,25.7,20.0,32.2,0.0,0.0,208.0,13.3,1012.7,2,8,2022,16,50,On-Time,0,0,1
-13,27.1,20.6,33.3,0.8,0.0,309.0,9.7,1011.9,2,8,2022,23,35,Early,0,1,0
0,23.7,16.1,28.9,22.4,0.0,138.0,14.8,1015.9048226950349,3,8,2017,16,42,On-Time,0,0,1
-22,24.1,17.2,31.7,0.0,0.0,10.0,6.1,1017.9,3,8,2019,20,58,Early,0,0,1
11,22.0,16.7,28.3,0.0,0.0,31.0,6.5,1018.6,3,8,2021,21,7,Late,0,0,1
11,26.2,17.2,33.3,0.0,0.0,73.0,16.9,1011.4,3,8,2022,15,10,Late,0,0,0
149,27.4,23.9,32.8,0.0,0.0,217.0,20.2,1009.1,3,8,2022,23,59,Severely Late,0,0,1
0,27.4,23.9,32.8,0.0,0.0,217.0,20.2,1009.1,3,8,2022,16,50,On-Time,0,0,1
0,27.2,20.0,33.3,0.0,0.0,212.0,7.6,1015.8,3,8,2022,23,35,On-Time,0,1,0
275,17.3,13.3,20.0,0.0,0.0,275.0,22.3,1011.9,4,8,2017,16,42,Severely Late,0,0,1
-11,25.9,21.1,31.7,0.0,0.0,42.0,7.6,1016.4,4,8,2019,20,58,Early,0,0,1
-22,25.9,21.1,31.7,0.0,0.0,42.0,7.6,1016.4,4,8,2019,14,48,Early,0,0,1
20,23.8,17.8,29.4,0.0,0.0,43.0,5.4,1019.0,4,8,2021,21,7,Late,0,0,1
54,26.7,17.2,36.7,0.0,0.0,174.0,16.9,1010.6,4,8,2022,15,10,Severely Late,0,0,0
5,25.4,20.6,28.3,0.0,0.0,12.0,14.0,1014.6,4,8,2022,23,59,On-Time,0,0,1
14,25.4,20.6,28.3,0.0,0.0,12.0,14.0,1014.6,4,8,2022,16,50,Late,0,0,1
162,28.1,21.1,36.1,18.3,0.0,61.0,8.6,1017.6,4,8,2022,23,35,Severely Late,0,1,0
13,29.3,23.9,34.4,0.0,0.0,219.0,20.2,1017.0,5,8,2018,8,52,Late,0,0,1
-15,26.0,21.1,32.2,0.0,0.0,233.0,13.3,1013.2,5,8,2019,20,58,Early,0,0,1
-10,26.0,21.1,32.2,0.0,0.0,233.0,13.3,1013.2,5,8,2019,14,49,On-Time,0,0,1
53,24.4,18.9,30.6,0.0,0.0,207.0,12.6,1017.9,5,8,2021,21,7,Severely Late,0,0,1
-4,28.4,18.3,38.3,0.3,0.0,301.0,14.4,1008.0,5,8,2022,15,10,On-Time,0,0,0
-7,24.8,19.4,31.1,0.0,0.0,65.0,10.8,1017.6,5,8,2022,23,59,On-Time,0,0,1
-22,24.8,19.4,31.1,0.0,0.0,65.0,10.8,1017.6,5,8,2022,16,50,Early,0,0,1
794,25.6,21.1,33.9,0.3,0.0,229.0,7.2,1020.9,5,8,2022,23,35,Severely Late,0,1,0
-18,24.5,19.4,29.4,0.3,0.0,325.0,10.8,1009.2,6,8,2019,20,58,Early,0,0,1
-6,24.5,19.4,29.4,0.3,0.0,325.0,10.8,1009.2,6,8,2019,14,48,On-Time,0,0,1
1,25.0,18.9,28.3,4.8,0.0,212.0,16.6,1014.7,6,8,2021,21,7,On-Time,0,0,1
27,26.3,20.0,33.9,1.8,0.0,62.0,16.6,1011.3,6,8,2022,15,10,Late,0,0,0
32,28.2,23.3,35.0,0.0,0.0,210.0,13.0,1016.9,6,8,2022,0,15,Severely Late,0,0,1
-5,25.5,20.6,31.7,0.0,0.0,185.0,10.8,1022.6,6,8,2022,23,35,On-Time,0,1,0
-22,20.8,16.1,24.4,0.0,0.0,11.0,12.6,1017.5,7,8,2017,16,42,Early,0,0,1
57,24.8,18.9,31.1,0.0,0.0,247.0,12.6,1009.4,7,8,2019,21,3,Severely Late,0,0,1
33,24.8,18.9,31.1,0.0,0.0,247.0,12.6,1009.4,7,8,2019,14,49,Severely Late,0,0,1
14,24.6,19.4,31.7,0.0,0.0,205.0,12.2,1013.8,7,8,2021,21,7,Late,0,0,1
38,22.7,17.8,28.9,0.0,0.0,50.0,16.9,1015.0,7,8,2022,15,10,Severely Late,0,0,0
6,26.6,23.9,28.3,5.1,0.0,224.0,9.4,1016.4,7,8,2022,23,59,On-Time,0,0,1
0,26.6,23.9,28.3,5.1,0.0,224.0,9.4,1016.4,7,8,2022,16,50,On-Time,0,0,1
11,27.3,22.2,33.3,0.0,0.0,193.0,13.0,1021.1,7,8,2022,23,35,Late,0,1,0
10,26.2,19.4,30.6,0.3,0.0,287.0,16.2,1009.7,8,8,2019,20,58,On-Time,0,0,1
36,26.2,19.4,30.6,0.3,0.0,287.0,16.2,1009.7,8,8,2019,14,48,Severely Late,0,0,1
0,28.2,21.7,33.3,0.8,0.0,200.0,19.1,1011.2,8,8,2021,21,7,On-Time,0,0,1
52,22.3,15.0,33.3,0.0,0.0,142.0,16.6,1015.9,8,8,2022,15,4,Severely Late,0,0,0
13,24.3,18.3,27.2,6.1,0.0,246.0,18.4,1013.6,8,8,2022,23,59,Late,0,0,1
44,24.3,18.3,27.2,6.1,0.0,246.0,18.4,1013.6,8,8,2022,16,50,Severely Late,0,0,1
105,28.4,23.9,34.4,0.0,0.0,216.0,8.6,1016.8,8,8,2022,23,35,Severely Late,0,1,0
11,22.6,16.7,28.3,0.0,0.0,312.0,9.4,1013.8,9,8,2019,20,58,Late,0,0,1
-17,22.6,16.7,28.3,0.0,0.0,312.0,9.4,1013.8,9,8,2019,14,48,Early,0,0,1
160,23.7,21.1,28.3,16.3,0.0,193.0,16.2,1010.3,9,8,2021,21,7,Severely Late,0,0,1
55,25.7,17.8,35.0,0.0,0.0,135.0,16.2,1014.7,9,8,2022,15,10,Severely Late,0,0,0
13,20.4,16.1,25.0,0.0,0.0,23.0,13.7,1018.8,9,8,2022,23,59,Late,0,0,1
-13,20.4,16.1,25.0,0.0,0.0,23.0,13.7,1018.8,9,8,2022,16,50,Early,0,0,1
73,28.9,23.3,35.6,1.5,0.0,199.0,11.2,1015.1,9,8,2022,23,35,Severely Late,0,1,0
-7,23.4,19.4,30.0,0.0,0.0,190.0,8.6,1015.4,10,8,2019,20,58,On-Time,0,0,1
-10,27.2,21.1,33.9,9.7,0.0,221.0,13.7,1011.2,10,8,2021,21,7,On-Time,0,0,1
5,26.9,18.9,35.0,0.0,0.0,160.0,19.8,1016.8,10,8,2022,15,10,On-Time,0,0,0
-19,22.1,15.6,29.4,0.0,0.0,314.0,7.9,1020.1,10,8,2022,23,59,Early,0,0,1
-17,22.1,15.6,29.4,0.0,0.0,314.0,7.9,1020.1,10,8,2022,16,50,Early,0,0,1
51,26.6,22.2,33.9,24.4,0.0,304.0,6.1,1016.9,10,8,2022,23,35,Severely Late,0,1,0
0,21.8,18.3,25.6,0.0,0.0,293.0,15.1,1014.9,11,8,2017,16,42,On-Time,0,0,1
-4,23.6,19.4,27.8,0.0,0.0,188.0,11.9,1014.9,11,8,2019,20,58,On-Time,0,0,1
-10,23.6,19.4,27.8,0.0,0.0,188.0,11.9,1014.9,11,8,2019,14,48,On-Time,0,0,1
-1,25.4,22.2,31.1,2.3,0.0,214.0,21.6,1009.3,11,8,2021,21,7,On-Time,0,0,1
28,27.3,17.2,36.7,0.0,0.0,189.0,19.4,1013.9,11,8,2022,15,10,Late,0,0,0
-13,23.9,16.1,26.1,0.0,0.0,23.0,20.9,1020.9,11,8,2022,23,59,Early,0,0,1
-14,23.9,16.1,26.1,0.0,0.0,23.0,20.9,1020.9,11,8,2022,16,50,Early,0,0,1
107,24.7,21.7,30.0,0.0,0.0,313.0,11.2,1014.7,11,8,2022,23,35,Severely Late,0,1,0
4,25.9,21.1,30.6,0.0,0.0,0.0,9.7,1018.8,12,8,2018,8,52,On-Time,0,0,1
4,24.4,21.7,28.9,12.7,0.0,21.0,7.9,1011.2,12,8,2019,20,58,On-Time,0,0,1
-18,24.4,21.7,28.9,12.7,0.0,21.0,7.9,1011.2,12,8,2019,14,49,Early,0,0,1
-13,26.7,22.2,29.4,0.0,0.0,234.0,15.5,1012.1,12,8,2021,21,7,Early,0,0,1
-4,27.2,20.6,35.0,0.0,0.0,326.0,16.9,1013.4,12,8,2022,15,10,On-Time,0,0,0
-17,20.4,14.4,25.0,0.0,0.0,28.0,9.4,1022.5,12,8,2022,23,59,Early,0,0,1
-11,20.4,14.4,25.0,0.0,0.0,28.0,9.4,1022.5,12,8,2022,16,50,Early,0,0,1
-2,24.8,16.1,28.9,0.0,0.0,327.0,12.6,1016.8,12,8,2022,23,35,On-Time,0,1,0
-31,24.0,19.4,30.0,4.8,0.0,0.0,10.8,1009.9,13,8,2019,20,58,Early,0,0,1
54,24.0,19.4,30.0,4.8,0.0,0.0,10.8,1009.9,13,8,2019,14,48,Severely Late,0,0,1
52,24.4,21.1,28.9,0.0,0.0,316.0,10.4,1017.7,13,8,2021,21,7,Severely Late,0,0,1
-4,26.0,17.8,34.4,0.0,0.0,322.0,16.2,1014.8,13,8,2022,15,10,On-Time,0,0,0
-9,22.5,19.4,26.1,0.0,0.0,179.0,17.6,1016.9,13,8,2022,0,15,On-Time,0,0,1
-7,21.7,14.4,28.3,0.0,0.0,348.0,7.2,1019.7,13,8,2022,23,35,On-Time,0,1,0
72,22.2,18.9,28.3,0.0,0.0,334.0,11.5,1013.1,14,8,2019,20,59,Severely Late,0,0,1
-24,22.2,18.9,28.3,0.0,0.0,334.0,11.5,1013.1,14,8,2019,14,49,Early,0,0,1
-1,22.7,16.7,26.7,0.0,0.0,45.0,10.4,1023.5,14,8,2021,21,7,On-Time,0,0,1
-5,26.3,17.2,35.0,0.3,0.0,322.0,15.8,1012.0,14,8,2022,15,10,On-Time,0,0,0
-12,22.5,18.9,25.0,0.0,0.0,32.0,17.3,1012.9,14,8,2022,23,59,Early,0,0,1
-24,22.5,18.9,25.0,0.0,0.0,32.0,17.3,1012.9,14,8,2022,16,50,Early,0,0,1
-20,21.3,16.7,27.8,4.6,0.0,144.0,8.6,1017.0,14,8,2022,23,35,Early,0,1,0
-15,24.1,20.0,28.9,0.0,0.0,29.0,12.2,1012.2,15,8,2017,16,37,Early,0,0,1
