Average Temperature(Celcius) /Day,Minimum Temperature(Celcius) /Day,Maximum Temperature(Celcius) /Day,Daily Precipitation(mm) /Day,Maximum Snowfall(mm) /Day,Wind Direction(Degrees) /Day,Wind Speed(km/h) /Day,Atmospheric Pressure(hPa) /Day,Flight Number_212,Flight Number_279,Flight Number_288,Flight Number_308,Flight Number_316,Flight Number_333,Flight Number_358,Flight Number_360,Flight Number_376,Flight Number_379,Flight Number_380,Flight Number_411,Flight Number_437,Flight Number_441,Flight Number_451,Flight Number_467,Flight Number_479,Flight Number_524,Flight Number_535,Flight Number_547,Flight Number_561,Flight Number_568,Flight Number_582,Flight Number_599,Flight Number_604,Flight Number_607,Flight Number_617,Flight Number_652,Flight Number_702,Flight Number_760,Flight Number_776,Flight Number_790,Flight Number_794,Flight Number_849,Flight Number_964,Flight Number_1036,Flight Number_1041,Flight Number_1046,Flight Number_1094,Flight Number_1185,Flight Number_1196,Flight Number_1200,Flight Number_1224,Flight Number_1240,Flight Number_1260,Flight Number_1282,Flight Number_1284,Flight Number_1409,Flight Number_1419,Flight Number_1422,Flight Number_1452,Flight Number_1453,Flight Number_1460,Flight Number_1500,Flight Number_1503,Flight Number_1532,Flight Number_1559,Flight Number_1622,Flight Number_1643,Flight Number_1664,Flight Number_1795,Flight Number_1815,Flight Number_1864,Flight Number_1874,Flight Number_1917,Flight Number_1952,Flight Number_1968,Flight Number_1995,Flight Number_1998,Flight Number_2000,Flight Number_2012,Flight Number_2027,Flight Number_2038,Flight Number_2039,Flight Number_2044,Flight Number_2051,Flight Number_2103,Flight Number_2113,Flight Number_2131,Flight Number_2198,Flight Number_2238,Flight Number_2267,Flight Number_2341,Flight Number_2360,Flight Number_2375,Flight Number_2416,Flight Number_2419,Flight Number_2488,Flight Number_2615,Flight Number_2617,Flight Number_2634,Flight Number_2645,Origin Airport_DEN,Origin Airport_EWR,Origin Airport_IAD,Origin Airport_ORD,Arrival Time,Hour,Minute,year,month,day,Day_Friday,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday,Status_Early,Status_Late,Status_On-Time,Status_Severely Late
-0.2,-1.6,0.6,0.0,0.0,245.0,23.0,1019.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 21:04:00,21,4,2022,11,17,0,0,0,0,1,0,0,0,0,0,1
2.6,1.1,4.4,0.0,0.0,272.0,8.3,1008.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 14:58:00,14,58,2019,11,18,0,1,0,0,0,0,0,1,0,0,0
2.6,1.1,4.4,0.0,0.0,272.0,8.3,1008.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:55:00,20,55,2019,11,18,0,1,0,0,0,0,0,0,0,1,0
2.7,0.0,4.4,0.0,0.0,274.0,23.0,1022.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:51:00,20,51,2021,11,18,0,0,0,0,1,0,0,0,0,1,0
-9.5,-14.3,-5.5,1.3,80.0,154.0,9.4,1029.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-04-20 14:57:00,14,57,2022,11,18,1,0,0,0,0,0,0,0,1,0,0
-2.3,-6.0,-1.0,0.0,0.0,257.0,24.5,1020.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 21:04:00,21,4,2022,11,18,1,0,0,0,0,0,0,0,1,0,0
2.9,1.7,5.0,0.3,0.0,231.0,4.7,1010.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 14:58:00,14,58,2019,11,19,0,0,0,0,0,1,0,0,0,1,0
2.9,1.7,5.0,0.3,0.0,231.0,4.7,1010.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:55:00,20,55,2019,11,19,0,0,0,0,0,1,0,1,0,0,0
0.4,-3.2,4.4,0.0,0.0,216.0,12.6,1030.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:51:00,20,51,2021,11,19,1,0,0,0,0,0,0,0,0,1,0
-6.6,-13.2,3.3,0.0,50.0,187.0,16.9,1028.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-04-20 14:57:00,14,57,2022,11,19,0,0,1,0,0,0,0,0,0,1,0
-5.2,-8.8,-2.7,0.0,0.0,254.0,25.9,1018.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 22:39:00,22,39,2022,11,19,0,0,1,0,0,0,0,0,0,1,0
4.9,3.3,8.3,0.0,0.0,191.0,10.4,1020.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 14:58:00,14,58,2019,11,20,0,0,0,0,0,0,1,1,0,0,0
4.9,3.3,8.3,0.0,0.0,191.0,10.4,1020.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:55:00,20,55,2019,11,20,0,0,0,0,0,0,1,1,0,0,0
4.3,2.2,10.0,0.0,0.0,203.0,13.0,1021.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:51:00,20,51,2021,11,20,0,0,1,0,0,0,0,0,0,1,0
-0.1,-8.8,10.0,0.0,30.0,195.0,13.7,1022.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-04-20 14:57:00,14,57,2022,11,20,0,0,0,1,0,0,0,0,0,1,0
-5.9,-10.5,1.1,0.0,0.0,228.0,20.5,1026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 21:04:00,21,4,2022,11,20,0,0,0,1,0,0,0,0,0,1,0
8.1,2.8,12.2,13.0,0.0,225.0,23.8,1010.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 14:58:00,14,58,2019,11,21,0,0,0,0,1,0,0,1,0,0,0
8.1,2.8,12.2,13.0,0.0,225.0,23.8,1010.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:55:00,20,55,2019,11,21,0,0,0,0,1,0,0,1,0,0,0
6.4,-1.0,12.8,0.0,0.0,302.0,16.9,1017.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:51:00,20,51,2021,11,21,0,0,0,1,0,0,0,1,0,0,0
1.9,-7.1,12.8,0.0,0.0,183.0,13.3,1022.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-04-20 14:57:00,14,57,2022,11,21,0,1,0,0,0,0,0,1,0,0,0
1.9,-1.0,8.3,0.0,0.0,252.0,18.4,1021.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 21:07:00,21,7,2022,11,21,0,1,0,0,0,0,0,1,0,0,0
2.2,-2.1,3.3,0.0,0.0,339.0,10.8,1020.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 14:58:00,14,58,2019,11,22,1,0,0,0,0,0,0,0,1,0,0
2.2,-2.1,3.3,0.0,0.0,339.0,10.8,1020.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:55:00,20,55,2019,11,22,1,0,0,0,0,0,0,0,0,1,0
-0.4,-4.9,2.2,0.0,0.0,283.0,14.8,1022.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:51:00,20,51,2021,11,22,0,1,0,0,0,0,0,0,0,0,1
3.2,-3.8,11.7,0.0,0.0,172.0,14.4,1020.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-04-20 14:57:00,14,57,2022,11,22,0,0,0,0,0,1,0,0,0,1,0
3.2,-3.2,11.1,0.0,0.0,244.0,10.4,1022.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 21:07:00,21,7,2022,11,22,0,0,0,0,0,1,0,1,0,0,0
-0.2,-4.3,6.1,0.0,0.0,214.0,15.1,1021.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:51:00,20,51,2021,11,23,0,0,0,0,0,1,0,0,0,1,0
3.6,-1.0,11.1,0.0,0.0,317.0,19.8,1013.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-04-20 14:57:00,14,57,2022,11,23,0,0,0,0,0,0,1,0,0,1,0
6.4,1.1,14.4,0.0,0.0,196.0,10.8,1020.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 21:07:00,21,7,2022,11,23,0,0,0,0,0,0,1,1,0,0,0
3.3,0.0,10.0,0.0,0.0,226.0,15.1,1004.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:55:00,20,55,2019,11,24,0,0,0,1,0,0,0,0,0,0,1
3.3,0.0,10.0,0.0,0.0,226.0,15.1,1004.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 14:58:00,14,58,2019,11,24,0,0,0,1,0,0,0,0,0,1,0
5.5,2.8,11.7,1.0,0.0,199.0,21.6,1014.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:51:00,20,51,2021,11,24,0,0,0,0,0,0,1,1,0,0,0
7.5,1.7,12.2,0.0,0.0,207.0,13.0,1019.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 13:34:00,13,34,2022,11,24,0,0,0,0,1,0,0,1,0,0,0
6.9,2.8,11.7,0.0,0.0,221.0,11.5,1003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:55:00,20,55,2019,11,25,0,1,0,0,0,0,0,0,0,1,0
6.9,2.8,11.7,0.0,0.0,221.0,11.5,1003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 15:03:00,15,3,2019,11,25,0,1,0,0,0,0,0,0,0,1,0
6.7,-4.9,8.9,0.0,0.0,312.0,21.6,1018.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 17:49:00,17,49,2021,11,25,0,0,0,0,1,0,0,0,0,1,0
3.8,-2.7,16.1,0.0,0.0,213.0,12.2,1024.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-04-20 14:57:00,14,57,2022,11,25,1,0,0,0,0,0,0,0,0,1,0
6.4,0.6,11.1,0.0,0.0,259.0,11.5,1021.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 21:07:00,21,7,2022,11,25,1,0,0,0,0,0,0,0,0,1,0
5.1,0.0,10.0,9.4,0.0,40.0,12.2,1006.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 23:55:00,23,55,2019,11,26,0,0,0,0,0,1,0,0,0,1,0
5.1,0.0,10.0,9.4,0.0,40.0,12.2,1006.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 14:58:00,14,58,2019,11,26,0,0,0,0,0,1,0,1,0,0,0
-4.1,-7.7,-0.5,0.0,0.0,257.0,10.4,1022.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:51:00,20,51,2021,11,26,1,0,0,0,0,0,0,0,0,1,0
6.4,-1.6,15.0,0.0,0.0,3.0,18.0,1011.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-04-20 14:57:00,14,57,2022,11,26,0,0,1,0,0,0,0,1,0,0,0
6.3,1.1,13.3,0.0,0.0,205.0,14.8,1014.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 22:39:00,22,39,2022,11,26,0,0,1,0,0,0,0,1,0,0,0
6.9,0.6,12.8,6.4,0.0,250.0,33.8,1003.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 23:55:00,23,55,2019,11,27,0,0,0,0,0,0,1,0,0,1,0
6.9,0.6,12.8,6.4,0.0,250.0,33.8,1003.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 14:58:00,14,58,2019,11,27,0,0,0,0,0,0,1,0,1,0,0
0.9,-1.0,5.6,0.0,0.0,213.0,15.5,1011.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-20 20:51:00,20,51,2021,11,27,0,0,1,0,0,0,0,1,0,0,0
3.7,2.2,6.1,0.0,0.0,292.0,24.5,1011.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023-04-20 23:17:00,23,17,2021,11,27,0,0,1,0,0,0,0,0,0,1,0
